"","gene_name","x","x.name","y","y.name","comparison","hit_annotation"
"2297","ZMYM1",0.105822194185894,"single_ko_vs_wt",0.178387711236457,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2298","GTF2E2",-0.141136405294553,"single_ko_vs_wt",0.165090728871995,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2299","SLC18B1",0.13917890532311,"single_ko_vs_wt",-0.314917392636534,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2300","SDCBP",0.180002018146375,"single_ko_vs_wt",-0.13923655866277,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2301","SPECC1L",-0.0888476049036697,"single_ko_vs_wt",0.0953784059929248,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2302","CAMLG",0.11566251295563,"single_ko_vs_wt",0.0952523366600744,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2303","TAOK2",-0.120483484804897,"single_ko_vs_wt",0.0473303820957867,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2304","CNPY4",-0.347431719761296,"single_ko_vs_wt",-0.227690457121405,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2305","MKL1",-0.0990132678715625,"single_ko_vs_wt",0.0642428889756488,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2306","TMEM126A",-0.157722329056991,"single_ko_vs_wt",-0.0958523094046377,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2307","MRPL1",-0.123285018610513,"single_ko_vs_wt",-0.158623982386345,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2308","ACAD8",-0.119729536039628,"single_ko_vs_wt",-0.113840872113119,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2309","BTAF1",0.0877025058055061,"single_ko_vs_wt",-0.0529802155214121,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2310","METTL25",-0.122532384180325,"single_ko_vs_wt",-0.0518968527101578,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2311","JRK",0.132151229666338,"single_ko_vs_wt",-0.0550333462924861,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2312","CBX2",0.112412376549731,"single_ko_vs_wt",0.066915648604656,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2313","SQSTM1",-0.153101962410108,"single_ko_vs_wt",0.0208047986619917,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2314","MRM3",0.129969828091113,"single_ko_vs_wt",0.0711076773514598,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2315","OXNAD1",-0.130179285269204,"single_ko_vs_wt",0.133672620667728,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2316","PNMAL1",0.192355186824422,"single_ko_vs_wt",-0.617560256424063,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","candidate"
"2317","ARHGAP44",0.204305404456544,"single_ko_vs_wt",0.12675503310167,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2318","ZFX",0.13248093256577,"single_ko_vs_wt",0.0192008860166624,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2319","ALDH3A2",0.120538369107059,"single_ko_vs_wt",-0.164680012025066,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2320","ZBTB48",0.138322461921391,"single_ko_vs_wt",-0.0797405524076957,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2321","FHOD1",0.105721027531423,"single_ko_vs_wt",-0.0137979400531982,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2322","NOL10",0.0961435311665184,"single_ko_vs_wt",-0.0540149694933483,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2323","SRSF3",0.113619357214663,"single_ko_vs_wt",0.00778472379144191,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2324","KLHL12",0.170269736918346,"single_ko_vs_wt",0.207046705527517,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2325","PSMD14",-0.121821232019713,"single_ko_vs_wt",-0.0828457406162073,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2326","TCOF1",0.0989258689991424,"single_ko_vs_wt",0.0325404582980227,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2327","OXSR1",-0.130076526138215,"single_ko_vs_wt",0.101367622554317,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2328","NAMPT",0.110949965723659,"single_ko_vs_wt",0.0182964757943651,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2329","NAGK",0.11596887054262,"single_ko_vs_wt",0.00497913711047815,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2330","MAP9",0.107511548527974,"single_ko_vs_wt",-0.185556825159228,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2331","RUFY2",0.102605494693574,"single_ko_vs_wt",-0.104850889070512,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2332","DUS3L",0.100515679780809,"single_ko_vs_wt",0.146179776077386,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2333","KAT6A",0.0981495154553222,"single_ko_vs_wt",0.037546548111365,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2334","LMOD1",0.130900660214888,"single_ko_vs_wt",-0.477638889513447,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","candidate"
"2335","CKAP4",-0.202001483619224,"single_ko_vs_wt",0.0198919206391075,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2336","LRR1",0.0876867938568147,"single_ko_vs_wt",0.209450398922424,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2337","RCE1",-0.131659352472106,"single_ko_vs_wt",-0.163433053890024,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2338","CDC45",0.117615307839056,"single_ko_vs_wt",-0.0073544248453743,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2339","NCKIPSD",-0.141191700584923,"single_ko_vs_wt",0.089989537384362,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2340","AFF4",-0.102601763050572,"single_ko_vs_wt",0.154550537360326,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2341","OGDH",-0.100907351753193,"single_ko_vs_wt",-0.179768801793838,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2342","MAFG",0.121306211876014,"single_ko_vs_wt",0.0286907946605091,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2343","ABHD6",-0.102181052571517,"single_ko_vs_wt",0.253820111767716,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2344","DEPDC5",0.105679503786011,"single_ko_vs_wt",0.123939179830487,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2345","CCDC90B",-0.194155101486405,"single_ko_vs_wt",0.00443522610603964,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2346","PRCP",-0.13018232260255,"single_ko_vs_wt",-0.0405496360345516,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2347","NT5C3A",0.101969456590126,"single_ko_vs_wt",0.0577656628960703,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2348","FH",0.0888719423023367,"single_ko_vs_wt",0.093232021957121,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2349","PAGR1",-0.370884917600048,"single_ko_vs_wt",0.0432313227193681,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2350","DIS3",0.0927728472242819,"single_ko_vs_wt",0.0018149694159959,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2351","TAF4B",-0.143379277249821,"single_ko_vs_wt",-0.158093968949551,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2352","PDIA3",-0.0903577026478146,"single_ko_vs_wt",-0.086807062143496,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2353","FAM60A",0.0938716758781055,"single_ko_vs_wt",0.0319288193985834,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2354","SORBS3",0.122943463545418,"single_ko_vs_wt",-0.262894233502909,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2355","TRIP6",-0.138607594935603,"single_ko_vs_wt",0.037308626495669,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2356","AURKAIP1",0.250310842271496,"single_ko_vs_wt",0.0673863054140753,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2357","CRK",0.095921143213225,"single_ko_vs_wt",0.152479984134924,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2358","RPS7",-0.118393267132539,"single_ko_vs_wt",-0.117332610947713,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2359","C3ORF38",-0.12111251597727,"single_ko_vs_wt",0.143711193537943,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2360","ITSN2",0.0841942651538332,"single_ko_vs_wt",-0.00766379415785678,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2361","MAEA",0.0934706713457452,"single_ko_vs_wt",-0.00743966852458655,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2362","SC5D",0.132369410939166,"single_ko_vs_wt",0.146159923074496,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2363","SH3BGRL3",0.170714255950895,"single_ko_vs_wt",0.0227660497677142,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2364","AGPAT3",-0.108500805795835,"single_ko_vs_wt",-0.175316602197263,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2365","CCNK",0.17337467792564,"single_ko_vs_wt",0.0350661638623109,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2366","MRTO4",0.125018696152004,"single_ko_vs_wt",-0.00439710328436149,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2367","PEX7",-0.130866487288561,"single_ko_vs_wt",0.0811413539991186,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2368","JMY",0.0880883725707022,"single_ko_vs_wt",0.104434907202236,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2369","CDK17",0.109920349839069,"single_ko_vs_wt",-0.0607163585106179,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2370","PTBP1",0.0933192907201672,"single_ko_vs_wt",0.103772141840114,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2371","SND1",0.100504241496356,"single_ko_vs_wt",-0.373748243217154,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2372","TGFBR1",0.122039548277662,"single_ko_vs_wt",-0.128286012242743,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2373","ATXN2",0.115063913560363,"single_ko_vs_wt",-0.0605599711063647,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2374","LIMK2",0.14154252533362,"single_ko_vs_wt",-0.0629367586200331,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2375","DMAP1",-0.0846238976120191,"single_ko_vs_wt",0.0211079205146554,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2376","CWF19L2",-0.0940094671630867,"single_ko_vs_wt",0.0702517102932916,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2377","PSMC3IP",0.116584316531117,"single_ko_vs_wt",-0.112950723013693,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2378","SLC25A28",0.165196239571866,"single_ko_vs_wt",0.0863716719797729,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2379","TIMM8B",-0.152693854421134,"single_ko_vs_wt",0.207796060555921,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2380","AGRN",-0.116899899218136,"single_ko_vs_wt",0.0878567857950223,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2381","PHKA1",-0.0838569326598382,"single_ko_vs_wt",0.0298309313160665,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2382","WDR76",0.119364056993671,"single_ko_vs_wt",0.0210998845532764,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2383","ZNF516",0.12757322394695,"single_ko_vs_wt",0.0508572130430025,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2384","ARID1A",0.112040311745805,"single_ko_vs_wt",0.114124922726994,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2385","FLYWCH1",-0.0968815429862282,"single_ko_vs_wt",-0.0420196292369539,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2386","SMAD4",0.0935792306685208,"single_ko_vs_wt",0.0316226013162328,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2387","METTL6",-0.113810214993887,"single_ko_vs_wt",0.214088085425811,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2388","KIF1BP",-0.124100200722189,"single_ko_vs_wt",-0.00590488013387613,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2389","ALYREF",0.204208597193315,"single_ko_vs_wt",0.305240548422134,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2390","CD2BP2",-0.130293470763327,"single_ko_vs_wt",0.12126242507949,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2391","FBXO22",-0.165166372323213,"single_ko_vs_wt",0.38174022501499,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2392","ERI3",-0.146384244291845,"single_ko_vs_wt",0.019825784588118,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2393","GALK1",0.138298381997458,"single_ko_vs_wt",0.0510811546241392,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2394","ACP1",0.128521446206026,"single_ko_vs_wt",-0.0167444266204519,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2395","MTOR",0.113181031313729,"single_ko_vs_wt",-0.128739746758193,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2396","CWC25",0.100210047287845,"single_ko_vs_wt",0.0983796048263521,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2397","PTRH2",-0.129999960629899,"single_ko_vs_wt",0.137075005805766,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2398","GABARAP",-0.171512494596548,"single_ko_vs_wt",0.297634597122965,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2399","EIF3H",-0.0881338109149574,"single_ko_vs_wt",-0.0401104387136009,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2400","TBC1D2B",0.118546478045303,"single_ko_vs_wt",-0.0384600595062068,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2401","PEAK1",0.106613614369945,"single_ko_vs_wt",-0.00740176330433684,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2402","TAF6L",-0.115140217483948,"single_ko_vs_wt",0.0889271301514469,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2403","CCT3",0.0969607553986158,"single_ko_vs_wt",-0.0212892885586129,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2404","YTHDF3",0.0946228219485938,"single_ko_vs_wt",0.0312629390458063,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2405","ULK1",-0.128447160455995,"single_ko_vs_wt",0.000233548238298908,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2406","CMTR2",0.11430618021306,"single_ko_vs_wt",-0.459727526418639,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2407","EFTUD2",0.0813988051739969,"single_ko_vs_wt",0.056084677713848,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2408","RBBP4",-0.101148400650086,"single_ko_vs_wt",0.149713913393086,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2409","PPIA",0.0948404806850114,"single_ko_vs_wt",0.063712663695366,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2410","BCL2L13",0.0838854759828322,"single_ko_vs_wt",0.163671669412395,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2411","ADARB1",0.150362641012055,"single_ko_vs_wt",0.126243168477551,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2412","SMU1",0.213250590536305,"single_ko_vs_wt",0.0803304240032929,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2413","RBM12B",-0.0865823999107143,"single_ko_vs_wt",0.0305535945929059,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2414","PHYH",-0.169071975797969,"single_ko_vs_wt",-0.113225351771693,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2415","CNDP2",-0.107652549757603,"single_ko_vs_wt",-0.23695255814993,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2416","RAB11FIP5",0.0917789439294872,"single_ko_vs_wt",0.0609261561137124,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2417","TAPT1",-0.0950629154941289,"single_ko_vs_wt",-0.0922342202094768,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2418","STK11IP",-0.117898480899036,"single_ko_vs_wt",-0.0514603771423943,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2419","CAMK1D",-0.121151253739843,"single_ko_vs_wt",-0.516797092355343,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2420","ALG12",-0.19064788159422,"single_ko_vs_wt",0.000807810285088806,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2421","NFKB1",-0.0797558200631912,"single_ko_vs_wt",0.0599656899571528,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2422","PNPLA2",-0.271436662801825,"single_ko_vs_wt",0.15910818719345,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2423","KIAA1143",-0.233960285789909,"single_ko_vs_wt",0.0431591010190928,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2424","RPP38",-0.200286476127097,"single_ko_vs_wt",-0.00599451660185935,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2425","TP53",-0.108732754960602,"single_ko_vs_wt",0.467615674014336,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2426","OS9",-0.111653068581859,"single_ko_vs_wt",-0.0126558908304943,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2427","DNAJC12",0.0893998771901785,"single_ko_vs_wt",-0.131664016750296,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2428","NLE1",0.133629099056794,"single_ko_vs_wt",0.0790707360854164,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2429","YAP1",-0.112345021322131,"single_ko_vs_wt",-0.0800509315446192,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2430","USP48",0.105877915738674,"single_ko_vs_wt",-0.0107186246435553,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2431","USP42",0.0910869289799017,"single_ko_vs_wt",0.00539190838336268,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2432","IGF2R",-0.1088522760801,"single_ko_vs_wt",0.247968001774527,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2433","TMPO",0.0804230684853131,"single_ko_vs_wt",-0.0601089820599974,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2434","TTC3",0.153848141440463,"single_ko_vs_wt",0.0606823631835951,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2435","ENTHD2",-0.108689083345535,"single_ko_vs_wt",-0.134018905259328,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2436","EIF4ENIF1",0.0961913507251886,"single_ko_vs_wt",0.126787417418594,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2437","SOAT1",0.177363710184753,"single_ko_vs_wt",0.108338155002642,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2438","MPP5",-0.116473715045633,"single_ko_vs_wt",0.0369048582648581,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2439","MRPL10",-0.134222398561047,"single_ko_vs_wt",-0.203815247146604,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2440","OPHN1",0.083297843400441,"single_ko_vs_wt",-0.313839724292496,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2441","SEPHS1",-0.117100190844837,"single_ko_vs_wt",0.0435386513534688,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2442","RPL35",0.145812384604096,"single_ko_vs_wt",0.0468209892544387,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2443","MARCKSL1",-0.431295151058197,"single_ko_vs_wt",0.0613805098055806,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2444","CHD8",0.10056541134195,"single_ko_vs_wt",0.0998294202040171,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2445","DDB1",-0.0953541774463424,"single_ko_vs_wt",0.0380266509536185,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2446","NTHL1",-0.219891620227898,"single_ko_vs_wt",0.0276339355164552,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2447","PAFAH2",0.129983167527424,"single_ko_vs_wt",0.0647342440465444,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2448","PSMB3",0.0925470973886604,"single_ko_vs_wt",-0.046366935603853,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2449","KLHL11",0.116402694782547,"single_ko_vs_wt",-0.0024738454723412,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2450","AASDH",-0.0960198010407467,"single_ko_vs_wt",0.090204326822704,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2451","BAZ2B",0.217654362179324,"single_ko_vs_wt",0.126856861071619,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2452","RALGAPA2",0.12352285096453,"single_ko_vs_wt",0.0602684938178157,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2453","WDR35",-0.113441830722355,"single_ko_vs_wt",0.185939000972727,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2454","AGAP3",-0.0789636320590823,"single_ko_vs_wt",0.153407320768039,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2455","FBXO30",0.0951295842593041,"single_ko_vs_wt",-0.0633515588906874,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2456","RABGGTA",0.0962133368618474,"single_ko_vs_wt",0.0439108260021115,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2457","TFAM",-0.47124724526002,"single_ko_vs_wt",-0.60929636282334,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2458","LTV1",-0.15947343279365,"single_ko_vs_wt",0.149743906210809,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2459","NARS",-0.158707011843493,"single_ko_vs_wt",-0.0779396095919225,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2460","CKS2",0.129465282567629,"single_ko_vs_wt",0.219896628954075,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2461","EMC8",0.10756068758932,"single_ko_vs_wt",0.0589721480627254,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2462","CENPL",0.19859947357482,"single_ko_vs_wt",0.054863354329413,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2463","SH3PXD2A",0.132668600800994,"single_ko_vs_wt",0.0965811425509493,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2464","C9ORF142",0.202556853535427,"single_ko_vs_wt",-0.0610589491159281,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2465","GPT2",0.130394095689091,"single_ko_vs_wt",-0.389208337134576,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2466","FBN2",-0.118351658464199,"single_ko_vs_wt",-0.628533924517747,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2467","TMEM59",0.169805450076126,"single_ko_vs_wt",-0.0325650859842312,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2468","BUB1B",-0.0952559307640506,"single_ko_vs_wt",0.441726823832539,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
"2469","RAB8B",0.121454079876688,"single_ko_vs_wt",0.283680330870478,"double_ko_vs_wt","double_ko_vs_wt_against_single_ko_vs_wt","no hit"
